State,Survey Year,Age,Past Month Illicit Drug Use (total),Past Year Marijuana Use (total),Past Month Marijuana Use (total),Past Year Cocaine Use (total),Past Month Alcohol Use (total),Past Month Binge Alcohol Use (total),Past Month Cigarette Use (total),First Use of Marijuana (total),Past Month Illicit Drug Use Other Than Marijuana (total),Past Year Heroin Use (total),Past Year Methamphetamine Use (total),Past Year Misuse of Pain Relievers (total),Illicit Drug Use Disorder (total),Pain Reliever Use Disorder (total),Alcohol Use Disorder (total),Substance Use Disorder (total),Past Month Illicit Drug Use %,Past Year Marijuana Use %,Past Month Marijuana Use %,Past Year Cocaine Use %,Past Month Alcohol Use %,Past Month Binge Alcohol Use %,Past Month Cigarette Use %,First Use of Marijuana %,Past Month Illicit Drug Use Other Than Marijuana %,Past Year Heroin Use %,Past Year Methamphetamine Use %,Past Year Misuse of Pain Relievers %,Illicit Drug Use Disorder %,Pain Reliever Use Disorder %,Alcohol Use Disorder %,Substance Use Disorder %
Nebraska,2019,12+,149.0,227.0,134.0,27.0,878.0,462.0,285.0,22.0,42.0,4.0,9.0,52.0,40.0,8.0,90.0,116.0,9.41,14.35,8.43,1.7,55.4,29.19,17.99,2.39,2.66,0.24,0.6,3.31,2.55,0.48,5.69,7.34
Nebraska,2019,12-17,13.0,22.0,11.0,1.0,16.0,8.0,4.0,9.0,4.0,0.0,0.0,5.0,4.0,1.0,3.0,6.0,8.04,13.87,6.75,0.5,9.97,5.2,2.82,6.29,2.32,0.03,0.22,2.93,2.74,0.38,1.85,3.94
Nebraska,2019,18+,137.0,206.0,123.0,26.0,862.0,454.0,281.0,13.0,39.0,4.0,9.0,48.0,36.0,7.0,87.0,110.0,9.56,14.41,8.62,1.84,60.41,31.84,19.67,1.7,2.7,0.26,0.64,3.35,2.53,0.49,6.12,7.71
Nebraska,2019,18-25,48.0,73.0,45.0,13.0,129.0,87.0,43.0,10.0,13.0,1.0,2.0,12.0,15.0,1.0,24.0,31.0,22.8,34.47,21.24,5.93,60.76,41.2,20.47,8.29,5.98,0.37,1.04,5.65,6.97,0.71,11.23,14.8
Nebraska,2019,26+,88.0,133.0,78.0,14.0,733.0,367.0,237.0,4.0,26.0,3.0,7.0,36.0,21.0,5.0,64.0,79.0,7.27,10.92,6.43,1.13,60.36,30.22,19.53,0.56,2.13,0.25,0.57,2.95,1.76,0.45,5.23,6.48
Nevada,2013,12+,247.0,324.0,183.0,34.0,1255.0,574.0,554.0,,,,,,,,,,10.78,14.1,7.98,1.46,54.65,25.0,24.15,,,,,,,,,
Nevada,2013,12-17,23.0,35.0,18.0,1.0,28.0,15.0,13.0,,,,,,,,,,10.22,15.84,8.33,0.64,12.76,6.6,6.05,,,,,,,,,
Nevada,2013,18+,225.0,289.0,165.0,32.0,1226.0,559.0,541.0,,,,,,,,,,10.84,13.91,7.95,1.55,59.13,26.96,26.08,,,,,,,,,
Nevada,2013,18-25,62.0,88.0,53.0,11.0,168.0,107.0,94.0,,,,,,,,,,21.56,30.96,18.56,3.91,58.95,37.42,33.0,,,,,,,,,
Nevada,2013,26+,163.0,200.0,112.0,21.0,1058.0,452.0,447.0,,,,,,,,,,9.13,11.19,6.25,1.17,59.15,25.29,24.97,,,,,,,,,
Nevada,2014,12+,223.0,304.0,181.0,37.0,1277.0,570.0,538.0,,,,,,,,,,9.55,13.01,7.76,1.6,54.64,24.39,23.04,,,,,,,,,
Nevada,2014,12-17,21.0,32.0,18.0,2.0,30.0,15.0,12.0,,,,,,,,,,9.63,14.42,7.97,0.69,13.59,6.62,5.34,,,,,,,,,
Nevada,2014,18+,202.0,272.0,164.0,36.0,1246.0,555.0,526.0,,,,,,,,,,9.54,12.86,7.74,1.7,58.95,26.25,24.9,,,,,,,,,
Nevada,2014,18-25,57.0,90.0,52.0,12.0,168.0,107.0,87.0,,,,,,,,,,20.0,31.16,18.01,4.18,58.31,37.17,30.4,,,,,,,,,
Nevada,2014,26+,144.0,182.0,112.0,24.0,1079.0,448.0,439.0,,,,,,,,,,7.9,9.98,6.13,1.31,59.05,24.54,24.02,,,,,,,,,
Nevada,2015,12+,,309.0,186.0,35.0,1259.0,,507.0,28.0,,8.0,,,,,149.0,,,12.95,7.81,1.46,52.81,,21.25,2.26,,0.33,,,,,6.25,
Nevada,2015,12-17,,30.0,16.0,2.0,30.0,,10.0,12.0,,0.0,,,,,7.0,,,13.5,7.39,0.72,13.67,,4.4,6.28,,0.14,,,,,3.02,
Nevada,2015,18+,,279.0,170.0,33.0,1229.0,,497.0,17.0,,8.0,,,,,142.0,,,12.89,7.85,1.54,56.84,,22.99,1.56,,0.35,,,,,6.58,
Nevada,2015,18-25,,88.0,49.0,12.0,164.0,,79.0,13.0,,2.0,,,,,34.0,,,30.46,17.05,4.16,56.81,,27.51,9.85,,0.7,,,,,11.71,
Nevada,2015,26+,,191.0,120.0,21.0,1065.0,,417.0,4.0,,6.0,,,,,108.0,,,10.19,6.43,1.14,56.85,,22.29,0.39,,0.3,,,,,5.79,
Nevada,2016,12+,252.0,319.0,200.0,45.0,1237.0,598.0,480.0,28.0,87.0,8.0,,120.0,73.0,17.0,129.0,176.0,10.38,13.13,8.25,1.84,50.92,24.64,19.76,2.23,3.57,0.33,,4.96,3.01,0.72,5.33,7.26
Nevada,2016,12-17,23.0,33.0,19.0,1.0,28.0,15.0,8.0,12.0,9.0,0.0,,9.0,10.0,1.0,6.0,12.0,10.34,14.66,8.65,0.66,12.28,6.56,3.43,6.83,4.07,0.05,,4.09,4.51,0.64,2.59,5.45
Nevada,2016,18+,229.0,286.0,181.0,43.0,1209.0,584.0,472.0,16.0,78.0,8.0,,111.0,63.0,16.0,124.0,164.0,10.38,12.98,8.21,1.96,54.85,26.48,21.42,1.45,3.52,0.36,,5.05,2.86,0.72,5.61,7.44
Nevada,2016,18-25,59.0,84.0,52.0,14.0,153.0,97.0,66.0,10.0,19.0,2.0,,23.0,20.0,3.0,32.0,44.0,20.36,29.39,18.25,4.82,53.25,33.83,23.03,7.66,6.73,0.74,,7.86,6.86,1.18,11.04,15.43
Nevada,2016,26+,170.0,202.0,129.0,29.0,1056.0,486.0,406.0,6.0,58.0,6.0,,89.0,43.0,13.0,92.0,120.0,8.88,10.51,6.71,1.53,55.08,25.37,21.17,0.58,3.03,0.3,,4.63,2.26,0.66,4.79,6.24
Nevada,2017,12+,332.0,416.0,292.0,58.0,1195.0,585.0,484.0,29.0,96.0,12.0,22.0,123.0,86.0,17.0,140.0,199.0,13.42,16.82,11.81,2.33,48.25,23.62,19.54,2.21,3.89,0.5,0.89,4.97,3.48,0.69,5.66,8.04
Nevada,2017,12-17,23.0,33.0,20.0,1.0,22.0,12.0,6.0,11.0,8.0,0.0,1.0,9.0,9.0,1.0,5.0,12.0,10.15,14.37,8.82,0.62,9.63,5.41,2.78,6.31,3.35,0.09,0.23,3.78,4.17,0.61,2.33,5.2
Nevada,2017,18+,309.0,384.0,272.0,56.0,1173.0,572.0,477.0,17.0,89.0,12.0,22.0,115.0,77.0,16.0,135.0,187.0,13.75,17.06,12.11,2.5,52.14,25.45,21.22,1.5,3.94,0.54,0.96,5.09,3.41,0.7,6.0,8.32
Nevada,2017,18-25,79.0,102.0,74.0,17.0,142.0,90.0,64.0,11.0,22.0,3.0,5.0,23.0,27.0,3.0,33.0,53.0,27.74,35.81,25.86,5.83,49.94,31.43,22.33,8.52,7.58,1.16,1.87,8.07,9.48,0.93,11.75,18.76
Nevada,2017,26+,230.0,282.0,199.0,40.0,1030.0,483.0,414.0,6.0,67.0,9.0,16.0,92.0,50.0,13.0,101.0,134.0,11.72,14.34,10.11,2.02,52.45,24.58,21.06,0.55,3.41,0.45,0.83,4.66,2.53,0.67,5.16,6.81
Nevada,2018,12+,412.0,551.0,379.0,57.0,1241.0,579.0,505.0,34.0,88.0,8.0,32.0,117.0,101.0,18.0,139.0,218.0,16.34,21.85,15.05,2.27,49.23,22.98,20.02,2.75,3.5,0.34,1.29,4.65,4.0,0.73,5.5,8.64
Nevada,2018,12-17,23.0,33.0,21.0,1.0,18.0,10.0,6.0,11.0,6.0,0.0,0.0,8.0,9.0,1.0,4.0,12.0,10.15,14.27,9.17,0.54,8.06,4.26,2.79,5.83,2.58,0.07,0.2,3.3,3.92,0.5,1.8,5.09
Nevada,2018,18+,389.0,518.0,358.0,56.0,1223.0,569.0,498.0,24.0,82.0,8.0,32.0,110.0,92.0,17.0,135.0,206.0,16.96,22.61,15.64,2.44,53.35,24.85,21.74,2.18,3.6,0.36,1.4,4.79,4.01,0.75,5.88,9.0
Nevada,2018,18-25,96.0,121.0,91.0,17.0,148.0,89.0,62.0,14.0,19.0,2.0,7.0,19.0,31.0,3.0,29.0,52.0,34.01,42.55,32.09,5.84,52.1,31.32,21.95,11.68,6.54,0.8,2.36,6.85,10.93,0.91,10.28,18.39
Nevada,2018,26+,292.0,397.0,267.0,39.0,1075.0,481.0,436.0,10.0,64.0,6.0,25.0,90.0,61.0,15.0,105.0,154.0,14.55,19.79,13.31,1.96,53.52,23.93,21.71,0.92,3.18,0.3,1.26,4.49,3.03,0.73,5.25,7.67
Nevada,2019,12+,450.0,613.0,412.0,70.0,1334.0,636.0,434.0,36.0,95.0,5.0,31.0,99.0,112.0,15.0,155.0,230.0,17.59,23.94,16.1,2.74,52.1,24.84,16.96,2.97,3.7,0.21,1.21,3.87,4.37,0.58,6.04,8.98
Nevada,2019,12-17,24.0,39.0,22.0,1.0,22.0,10.0,5.0,13.0,6.0,0.0,0.0,7.0,11.0,1.0,4.0,13.0,10.55,16.76,9.67,0.53,9.28,4.46,2.03,7.38,2.5,0.01,0.14,2.9,4.69,0.42,1.84,5.59
Nevada,2019,18+,426.0,574.0,390.0,69.0,1313.0,626.0,430.0,23.0,89.0,5.0,31.0,92.0,101.0,14.0,150.0,217.0,18.29,24.65,16.74,2.96,56.37,26.87,18.44,2.15,3.81,0.23,1.32,3.96,4.34,0.6,6.46,9.32
Nevada,2019,18-25,94.0,123.0,89.0,21.0,152.0,92.0,46.0,13.0,17.0,1.0,4.0,18.0,28.0,2.0,29.0,48.0,33.06,43.5,31.49,7.41,53.71,32.45,16.41,10.66,6.11,0.3,1.56,6.28,9.96,0.79,10.31,16.98
Nevada,2019,26+,332.0,451.0,301.0,48.0,1161.0,534.0,383.0,10.0,72.0,5.0,26.0,75.0,73.0,12.0,121.0,169.0,16.24,22.04,14.69,2.35,56.73,26.09,18.72,1.01,3.5,0.22,1.29,3.64,3.56,0.57,5.93,8.26
New Hampshire,2013,12+,128.0,175.0,111.0,22.0,740.0,283.0,228.0,,,,,,,,,,11.28,15.39,9.79,1.96,65.19,24.92,20.04,,,,,,,,,
New Hampshire,2013,12-17,12.0,18.0,10.0,1.0,15.0,8.0,7.0,,,,,,,,,,11.77,18.23,9.62,0.82,14.76,8.06,7.06,,,,,,,,,
New Hampshire,2013,18+,116.0,156.0,101.0,21.0,725.0,275.0,220.0,,,,,,,,,,11.23,15.11,9.8,2.07,70.11,26.57,21.31,,,,,,,,,
New Hampshire,2013,18-25,42.0,62.0,39.0,10.0,103.0,69.0,47.0,,,,,,,,,,29.84,43.98,27.77,6.86,73.22,48.96,33.53,,,,,,,,,
New Hampshire,2013,26+,74.0,95.0,62.0,12.0,623.0,206.0,173.0,,,,,,,,,,8.32,10.59,6.99,1.31,69.63,23.06,19.39,,,,,,,,,
New Hampshire,2014,12+,144.0,194.0,131.0,28.0,734.0,282.0,223.0,,,,,,,,,,12.6,16.95,11.51,2.48,64.36,24.72,19.51,,,,,,,,,
New Hampshire,2014,12-17,11.0,18.0,10.0,1.0,15.0,7.0,7.0,,,,,,,,,,11.1,17.99,9.83,0.84,14.63,7.36,6.59,,,,,,,,,
New Hampshire,2014,18+,133.0,176.0,122.0,27.0,720.0,275.0,216.0,,,,,,,,,,12.75,16.85,11.66,2.64,69.11,26.38,20.74,,,,,,,,,
New Hampshire,2014,18-25,45.0,63.0,42.0,12.0,100.0,65.0,46.0,,,,,,,,,,32.01,44.38,30.09,8.49,70.97,45.77,32.79,,,,,,,,,
New Hampshire,2014,26+,88.0,113.0,79.0,15.0,620.0,210.0,170.0,,,,,,,,,,9.74,12.55,8.78,1.72,68.82,23.35,18.86,,,,,,,,,
New Hampshire,2015,12+,,199.0,138.0,35.0,729.0,,226.0,13.0,,7.0,,,,,82.0,,,17.35,12.06,3.07,63.63,,19.7,2.84,,0.62,,,,,7.2,
New Hampshire,2015,12-17,,16.0,9.0,1.0,13.0,,6.0,5.0,,0.0,,,,,3.0,,,16.41,9.44,0.83,13.12,,5.92,6.82,,0.22,,,,,2.68,
New Hampshire,2015,18+,,183.0,129.0,34.0,716.0,,220.0,8.0,,7.0,,,,,80.0,,,17.44,12.31,3.28,68.36,,20.99,2.0,,0.66,,,,,7.62,
New Hampshire,2015,18-25,,60.0,41.0,15.0,98.0,,43.0,7.0,,3.0,,,,,20.0,,,41.98,29.12,10.54,68.92,,30.47,10.88,,1.9,,,,,14.12,
New Hampshire,2015,26+,,123.0,87.0,19.0,618.0,,177.0,2.0,,4.0,,,,,60.0,,,13.57,9.65,2.13,68.27,,19.49,0.47,,0.46,,,,,6.59,
New Hampshire,2016,12+,154.0,202.0,139.0,32.0,731.0,323.0,220.0,13.0,45.0,10.0,,53.0,40.0,9.0,69.0,96.0,13.43,17.58,12.06,2.78,63.54,28.05,19.16,2.7,3.88,0.87,,4.6,3.44,0.79,6.02,8.31
New Hampshire,2016,12-17,9.0,14.0,8.0,1.0,11.0,6.0,5.0,5.0,2.0,0.0,,3.0,3.0,1.0,2.0,4.0,8.98,14.24,8.06,1.13,11.49,6.37,5.04,5.92,2.28,0.14,,3.12,3.59,0.52,2.28,4.56
New Hampshire,2016,18+,146.0,188.0,131.0,31.0,720.0,317.0,216.0,9.0,42.0,10.0,,50.0,36.0,9.0,67.0,91.0,13.84,17.89,12.42,2.93,68.31,30.04,20.45,2.04,4.02,0.94,,4.73,3.43,0.82,6.36,8.66
New Hampshire,2016,18-25,46.0,58.0,40.0,15.0,99.0,65.0,39.0,7.0,16.0,3.0,,12.0,14.0,2.0,17.0,26.0,32.23,40.68,28.3,10.84,69.23,45.24,27.46,10.98,11.4,1.9,,8.29,9.97,1.3,12.01,18.44
New Hampshire,2016,26+,100.0,130.0,91.0,15.0,621.0,252.0,176.0,2.0,26.0,7.0,,38.0,22.0,7.0,50.0,65.0,10.94,14.3,9.93,1.69,68.17,27.64,19.35,0.46,2.86,0.79,,4.17,2.4,0.74,5.47,7.12
New Hampshire,2017,12+,165.0,216.0,149.0,25.0,731.0,331.0,205.0,15.0,42.0,8.0,8.0,49.0,37.0,8.0,71.0,96.0,14.28,18.62,12.9,2.2,63.12,28.58,17.68,2.83,3.66,0.68,0.66,4.22,3.15,0.69,6.13,8.32
New Hampshire,2017,12-17,9.0,15.0,8.0,1.0,11.0,6.0,5.0,5.0,3.0,0.0,0.0,3.0,3.0,0.0,2.0,4.0,9.87,15.44,8.64,0.89,11.3,5.79,4.87,6.37,2.63,0.09,0.2,3.0,3.44,0.48,1.98,4.25
New Hampshire,2017,18+,156.0,201.0,141.0,25.0,720.0,325.0,200.0,9.0,40.0,8.0,7.0,46.0,33.0,8.0,69.0,92.0,14.68,18.9,13.28,2.32,67.8,30.63,18.84,2.13,3.76,0.73,0.7,4.33,3.13,0.71,6.51,8.69
New Hampshire,2017,18-25,46.0,61.0,41.0,13.0,99.0,66.0,36.0,7.0,15.0,2.0,2.0,10.0,14.0,2.0,18.0,28.0,32.43,43.17,28.93,8.81,69.33,46.36,25.55,11.37,10.37,1.43,1.31,7.06,9.57,1.24,12.94,19.33
New Hampshire,2017,26+,110.0,139.0,100.0,12.0,622.0,260.0,164.0,2.0,25.0,6.0,6.0,36.0,20.0,6.0,51.0,65.0,11.93,15.15,10.86,1.32,67.56,28.2,17.8,0.57,2.73,0.62,0.6,3.91,2.13,0.63,5.52,7.04
New Hampshire,2018,12+,181.0,240.0,167.0,32.0,740.0,345.0,182.0,15.0,40.0,5.0,6.0,45.0,35.0,8.0,78.0,102.0,15.47,20.49,14.24,2.72,63.26,29.52,15.55,3.19,3.46,0.41,0.55,3.87,3.0,0.68,6.67,8.71
New Hampshire,2018,12-17,10.0,15.0,8.0,1.0,11.0,6.0,4.0,6.0,3.0,0.0,0.0,2.0,3.0,0.0,2.0,4.0,10.71,16.07,8.84,0.8,11.66,5.92,3.84,7.34,2.89,0.07,0.25,2.58,3.28,0.42,2.0,4.41
New Hampshire,2018,18+,171.0,224.0,158.0,31.0,729.0,340.0,178.0,9.0,38.0,5.0,6.0,43.0,32.0,8.0,76.0,98.0,15.89,20.89,14.72,2.89,67.84,31.61,16.59,2.37,3.51,0.44,0.58,3.98,2.97,0.71,7.08,9.09
New Hampshire,2018,18-25,45.0,64.0,42.0,15.0,98.0,69.0,34.0,7.0,13.0,1.0,1.0,8.0,11.0,1.0,21.0,27.0,31.76,45.17,29.95,10.65,69.03,48.4,24.26,12.73,8.84,0.72,0.97,5.83,7.88,1.04,14.62,19.3
New Hampshire,2018,26+,126.0,160.0,116.0,16.0,631.0,271.0,144.0,2.0,25.0,4.0,5.0,34.0,21.0,6.0,55.0,70.0,13.48,17.19,12.41,1.7,67.66,29.05,15.42,0.73,2.7,0.4,0.52,3.7,2.23,0.66,5.94,7.54
New Hampshire,2019,12+,185.0,253.0,166.0,31.0,738.0,329.0,173.0,15.0,39.0,4.0,5.0,40.0,34.0,7.0,76.0,100.0,15.68,21.43,14.05,2.63,62.54,27.92,14.64,3.5,3.29,0.3,0.44,3.38,2.91,0.57,6.47,8.5
New Hampshire,2019,12-17,10.0,15.0,8.0,1.0,10.0,5.0,3.0,6.0,2.0,0.0,0.0,2.0,3.0,0.0,2.0,4.0,10.1,16.17,8.18,0.61,10.86,5.73,2.84,7.68,2.34,0.03,0.26,1.94,3.32,0.39,2.1,4.57
New Hampshire,2019,18+,175.0,238.0,158.0,31.0,728.0,324.0,170.0,9.0,37.0,3.0,5.0,38.0,31.0,6.0,74.0,96.0,16.16,21.88,14.56,2.81,67.03,29.85,15.66,2.68,3.37,0.32,0.46,3.5,2.87,0.58,6.85,8.84
New Hampshire,2019,18-25,46.0,64.0,42.0,13.0,97.0,64.0,29.0,7.0,11.0,1.0,1.0,7.0,11.0,1.0,20.0,28.0,32.53,45.92,30.16,9.23,68.89,45.35,20.78,13.81,8.09,0.52,1.01,4.77,8.15,0.76,14.39,19.73
New Hampshire,2019,26+,130.0,173.0,116.0,18.0,631.0,260.0,141.0,3.0,25.0,3.0,4.0,31.0,20.0,5.0,54.0,68.0,13.73,18.31,12.25,1.86,66.75,27.55,14.9,1.01,2.67,0.29,0.38,3.31,2.09,0.55,5.74,7.22
New Jersey,2013,12+,552.0,759.0,389.0,125.0,4139.0,1608.0,1277.0,,,,,,,,,,7.4,10.18,5.21,1.68,55.48,21.55,17.13,,,,,,,,,
New Jersey,2013,12-17,50.0,85.0,38.0,5.0,96.0,51.0,36.0,,,,,,,,,,7.14,12.06,5.38,0.65,13.64,7.2,5.12,,,,,,,,,
New Jersey,2013,18+,502.0,674.0,351.0,120.0,4042.0,1557.0,1241.0,,,,,,,,,,7.43,9.98,5.19,1.78,59.86,23.06,18.39,,,,,,,,,
New Jersey,2013,18-25,175.0,274.0,137.0,45.0,523.0,362.0,252.0,,,,,,,,,,19.76,30.98,15.48,5.04,59.07,40.95,28.43,,,,,,,,,
New Jersey,2013,26+,327.0,400.0,214.0,76.0,3520.0,1195.0,990.0,,,,,,,,,,5.57,6.81,3.64,1.29,59.98,20.36,16.86,,,,,,,,,
New Jersey,2014,12+,597.0,844.0,472.0,99.0,4272.0,1692.0,1336.0,,,,,,,,,,7.96,11.25,6.3,1.32,56.95,22.56,17.82,,,,,,,,,
New Jersey,2014,12-17,56.0,90.0,45.0,3.0,100.0,56.0,34.0,,,,,,,,,,7.95,12.86,6.36,0.47,14.31,8.01,4.8,,,,,,,,,
New Jersey,2014,18+,541.0,754.0,428.0,96.0,4171.0,1635.0,1302.0,,,,,,,,,,7.96,11.08,6.29,1.41,61.36,24.06,19.16,,,,,,,,,
New Jersey,2014,18-25,171.0,268.0,148.0,36.0,541.0,341.0,230.0,,,,,,,,,,19.19,30.1,16.6,4.03,60.74,38.26,25.77,,,,,,,,,
New Jersey,2014,26+,370.0,485.0,280.0,60.0,3630.0,1295.0,1073.0,,,,,,,,,,6.27,8.22,4.74,1.02,61.45,21.92,18.16,,,,,,,,,
New Jersey,2015,12+,,894.0,528.0,129.0,4271.0,,1258.0,81.0,,51.0,,,,,431.0,,,11.86,7.01,1.72,56.67,,16.69,1.74,,0.68,,,,,5.72,
New Jersey,2015,12-17,,87.0,47.0,4.0,97.0,,25.0,32.0,,1.0,,,,,23.0,,,12.41,6.81,0.6,13.88,,3.51,4.99,,0.16,,,,,3.24,
New Jersey,2015,18+,,808.0,480.0,125.0,4175.0,,1233.0,49.0,,50.0,,,,,408.0,,,11.81,7.03,1.83,61.03,,18.03,1.22,,0.73,,,,,5.97,
New Jersey,2015,18-25,,293.0,170.0,41.0,570.0,,221.0,38.0,,12.0,,,,,102.0,,,32.75,18.96,4.55,63.69,,24.71,7.83,,1.3,,,,,11.42,
New Jersey,2015,26+,,515.0,311.0,84.0,3605.0,,1012.0,10.0,,39.0,,,,,306.0,,,8.66,5.23,1.42,60.63,,17.02,0.3,,0.65,,,,,5.15,
New Jersey,2016,12+,614.0,907.0,511.0,145.0,4044.0,1758.0,1194.0,81.0,220.0,38.0,,283.0,165.0,51.0,365.0,474.0,8.13,12.01,6.77,1.93,53.56,23.28,15.82,1.72,2.91,0.51,,3.75,2.18,0.67,4.83,6.28
New Jersey,2016,12-17,48.0,75.0,40.0,4.0,73.0,39.0,20.0,30.0,15.0,1.0,,18.0,16.0,3.0,15.0,27.0,6.9,10.8,5.72,0.55,10.55,5.65,2.9,4.5,2.14,0.09,,2.57,2.34,0.44,2.19,3.83
New Jersey,2016,18+,566.0,832.0,471.0,141.0,3971.0,1718.0,1174.0,51.0,205.0,38.0,,265.0,149.0,48.0,350.0,447.0,8.26,12.14,6.87,2.06,57.91,25.06,17.12,1.28,2.99,0.55,,3.87,2.17,0.7,5.1,6.53
New Jersey,2016,18-25,208.0,315.0,183.0,59.0,547.0,359.0,224.0,39.0,67.0,8.0,,63.0,58.0,10.0,100.0,141.0,23.31,35.35,20.55,6.63,61.28,40.29,25.05,8.18,7.48,0.92,,7.06,6.49,1.08,11.24,15.84
New Jersey,2016,26+,358.0,517.0,288.0,82.0,3424.0,1359.0,950.0,12.0,138.0,30.0,,202.0,91.0,38.0,249.0,306.0,6.01,8.66,4.83,1.38,57.4,22.78,15.93,0.35,2.32,0.5,,3.39,1.52,0.64,4.18,5.13
New Jersey,2017,12+,641.0,912.0,542.0,142.0,4029.0,1836.0,1264.0,85.0,208.0,34.0,18.0,271.0,173.0,46.0,357.0,472.0,8.45,12.04,7.15,1.87,53.13,24.21,16.67,1.78,2.74,0.45,0.24,3.57,2.28,0.6,4.71,6.23
New Jersey,2017,12-17,44.0,71.0,36.0,3.0,75.0,38.0,17.0,29.0,13.0,0.0,1.0,17.0,17.0,3.0,11.0,23.0,6.37,10.28,5.16,0.49,10.87,5.48,2.5,4.23,1.92,0.05,0.08,2.46,2.46,0.43,1.54,3.34
New Jersey,2017,18+,597.0,841.0,506.0,138.0,3953.0,1798.0,1247.0,56.0,194.0,34.0,18.0,254.0,156.0,43.0,347.0,449.0,8.66,12.21,7.35,2.01,57.37,26.09,18.09,1.38,2.82,0.49,0.26,3.68,2.26,0.62,5.03,6.52
New Jersey,2017,18-25,223.0,315.0,199.0,58.0,534.0,359.0,214.0,42.0,60.0,7.0,3.0,58.0,61.0,7.0,99.0,141.0,25.09,35.36,22.34,6.48,59.91,40.32,24.0,8.54,6.68,0.82,0.35,6.52,6.8,0.82,11.11,15.8
New Jersey,2017,26+,373.0,526.0,307.0,80.0,3420.0,1439.0,1033.0,14.0,135.0,26.0,15.0,196.0,95.0,35.0,248.0,308.0,6.22,8.77,5.12,1.34,56.99,23.97,17.21,0.39,2.25,0.44,0.25,3.26,1.58,0.59,4.13,5.14
New Jersey,2018,12+,697.0,931.0,597.0,111.0,3979.0,1948.0,1163.0,88.0,198.0,46.0,22.0,251.0,192.0,42.0,360.0,506.0,9.2,12.3,7.89,1.47,52.53,25.72,15.36,1.82,2.62,0.61,0.29,3.32,2.53,0.56,4.75,6.69
New Jersey,2018,12-17,48.0,76.0,38.0,2.0,75.0,39.0,15.0,33.0,13.0,0.0,1.0,15.0,17.0,3.0,10.0,23.0,7.07,11.07,5.61,0.34,11.01,5.77,2.17,4.92,1.91,0.04,0.11,2.26,2.53,0.4,1.5,3.42
New Jersey,2018,18+,648.0,856.0,559.0,109.0,3903.0,1909.0,1149.0,55.0,185.0,46.0,21.0,236.0,174.0,39.0,349.0,483.0,9.41,12.42,8.11,1.58,56.66,27.71,16.67,1.33,2.69,0.66,0.31,3.42,2.53,0.57,5.07,7.01
New Jersey,2018,18-25,199.0,299.0,186.0,38.0,518.0,367.0,185.0,41.0,46.0,5.0,2.0,44.0,61.0,6.0,87.0,132.0,22.66,33.96,21.08,4.27,58.89,41.72,21.06,8.39,5.26,0.6,0.22,5.04,6.89,0.68,9.86,15.01
New Jersey,2018,26+,449.0,557.0,373.0,71.0,3385.0,1541.0,963.0,14.0,139.0,40.0,19.0,191.0,114.0,33.0,263.0,351.0,7.47,9.27,6.21,1.19,56.32,25.65,16.03,0.39,2.31,0.67,0.32,3.18,1.89,0.56,4.37,5.84
New Jersey,2019,12+,765.0,1033.0,676.0,119.0,3976.0,1906.0,991.0,89.0,188.0,31.0,28.0,225.0,200.0,35.0,326.0,482.0,10.17,13.73,8.99,1.59,52.83,25.33,13.17,1.9,2.5,0.41,0.37,2.99,2.66,0.46,4.33,6.4
New Jersey,2019,12-17,52.0,78.0,45.0,2.0,64.0,36.0,11.0,33.0,12.0,0.0,1.0,13.0,17.0,3.0,10.0,22.0,7.75,11.48,6.69,0.32,9.4,5.26,1.56,5.22,1.77,0.02,0.13,1.89,2.51,0.38,1.49,3.33
New Jersey,2019,18+,712.0,955.0,631.0,117.0,3912.0,1870.0,981.0,56.0,177.0,30.0,27.0,212.0,183.0,32.0,316.0,459.0,10.41,13.95,9.22,1.71,57.11,27.31,14.32,1.39,2.58,0.44,0.4,3.09,2.68,0.47,4.61,6.71
New Jersey,2019,18-25,209.0,304.0,194.0,41.0,505.0,350.0,128.0,40.0,46.0,3.0,3.0,38.0,67.0,4.0,72.0,126.0,24.3,35.36,22.5,4.77,58.64,40.63,14.9,8.59,5.32,0.4,0.38,4.41,7.79,0.51,8.42,14.66
New Jersey,2019,26+,503.0,651.0,437.0,76.0,3407.0,1521.0,852.0,15.0,131.0,27.0,24.0,174.0,116.0,28.0,244.0,333.0,8.4,10.87,7.3,1.27,56.89,25.39,14.23,0.48,2.18,0.45,0.4,2.9,1.94,0.46,4.07,5.56
New Mexico,2013,12+,182.0,257.0,154.0,36.0,858.0,417.0,389.0,,,,,,,,,,10.65,15.09,9.04,2.13,50.33,24.44,22.8,,,,,,,,,
New Mexico,2013,12-17,21.0,31.0,15.0,2.0,20.0,12.0,12.0,,,,,,,,,,12.36,18.38,9.22,0.95,11.91,6.92,7.36,,,,,,,,,
New Mexico,2013,18+,161.0,226.0,139.0,35.0,838.0,405.0,376.0,,,,,,,,,,10.46,14.73,9.02,2.26,54.53,26.35,24.49,,,,,,,,,
New Mexico,2013,18-25,51.0,73.0,44.0,12.0,129.0,88.0,80.0,,,,,,,,,,22.21,32.06,19.33,5.32,56.43,38.5,35.18,,,,,,,,,
