State,Age,Year,Past Month Illicit Drug Use (total),Past Year Marijuana Use (total),Past Month Marijuana Use (total),Past Year Cocaine Use (total),Past Month Alcohol Use (total),Past Month Binge Alcohol Use (total),Past Month Cigarette Use (total),First Use of Marijuana (total),Past Month Illicit Drug Use Other Than Marijuana (total),Past Year Heroin Use (total),Past Year Methamphetamine Use (total),Past Year Misuse of Pain Relievers (total),Illicit Drug Use Disorder (total),Pain Reliever Use Disorder (total),Alcohol Use Disorder (total),Substance Use Disorder (total),Past Month Illicit Drug Use %,Past Year Marijuana Use %,Past Month Marijuana Use %,Past Year Cocaine Use %,Past Month Alcohol Use %,Past Month Binge Alcohol Use %,Past Month Cigarette Use %,First Use of Marijuana %,Past Month Illicit Drug Use Other Than Marijuana %,Past Year Heroin Use %,Past Year Methamphetamine Use %,Past Year Misuse of Pain Relievers %,Illicit Drug Use Disorder %,Pain Reliever Use Disorder %,Alcohol Use Disorder %,Substance Use Disorder %
NEVADA,17-Dec,2016,23,33,19,1,28,15,8,12,9,0,,9,10,1,6,12,,,,,,,,,,,,,,,,
NEVADA,26+,2014,144,182,112,24,1079,448,439,,,,,,,,,,,,,,,,,,,,,,,,,
NEVADA,26+,2018,292,397,267,39,1075,481,436,10,64,6,25,90,61,15,105,154,,,,,,,,,,,,,,,,
NEVADA,26+,2019,332,451,301,48,1161,534,383,10,72,5,26,75,73,12,121,169,,,,,,,,,,,,,,,,
NEVADA,18-25,2017,79,102,74,17,142,90,64,11,22,3,5,23,27,3,33,53,,,,,,,,,,,,,,,,
NEVADA,18-25,2013,,,,,,,,,,,,,,,,,21.56,30.96,18.56,3.91,58.95,37.42,33,,,,,,,,,
NEVADA,18-25,2016,59,84,52,14,153,97,66,10,19,2,,23,20,3,32,44,,,,,,,,,,,,,,,,
NEVADA,18+,2014,202,272,164,36,1246,555,526,,,,,,,,,,,,,,,,,,,,,,,,,
NEVADA,18+,2018,389,518,358,56,1223,569,498,24,82,8,32,110,92,17,135,206,,,,,,,,,,,,,,,,
NEVADA,18+,2019,426,574,390,69,1313,626,430,23,89,5,31,92,101,14,150,217,,,,,,,,,,,,,,,,
NEVADA,26+,2017,230,282,199,40,1030,483,414,6,67,9,16,92,50,13,101,134,,,,,,,,,,,,,,,,
NEVADA,26+,2013,,,,,,,,,,,,,,,,,9.13,11.19,6.25,1.17,59.15,25.29,24.97,,,,,,,,,
NEVADA,26+,2016,170,202,129,29,1056,486,406,6,58,6,,89,43,13,92,120,,,,,,,,,,,,,,,,
NEVADA,12+,2014,,,,,,,,,,,,,,,,,9.55,13.01,7.76,1.6,54.64,24.39,23.04,,,,,,,,,
NEVADA,12+,2018,,,,,,,,,,,,,,,,,16.34,21.85,15.05,2.27,49.23,22.98,20.02,2.75,3.5,0.34,1.29,4.65,4,0.73,5.5,8.64
NEVADA,12+,2019,,,,,,,,,,,,,,,,,17.59,23.94,16.1,2.74,52.1,24.84,16.96,2.97,3.7,0.21,1.21,3.87,4.37,0.58,6.04,8.98
NEVADA,18+,2017,309,384,272,56,1173,572,477,17,89,12,22,115,77,16,135,187,,,,,,,,,,,,,,,,
NEVADA,18+,2013,,,,,,,,,,,,,,,,,10.84,13.91,7.95,1.55,59.13,26.96,26.08,,,,,,,,,
NEVADA,18+,2016,229,286,181,43,1209,584,472,16,78,8,,111,63,16,124,164,,,,,,,,,,,,,,,,
NEVADA,17-Dec,2014,,,,,,,,,,,,,,,,,9.63,14.42,7.97,0.69,13.59,6.62,5.34,,,,,,,,,
NEVADA,17-Dec,2018,,,,,,,,,,,,,,,,,10.15,14.27,9.17,0.54,8.06,4.26,2.79,5.83,2.58,0.07,0.2,3.3,3.92,0.5,1.8,5.09
NEVADA,17-Dec,2019,,,,,,,,,,,,,,,,,10.55,16.76,9.67,0.53,9.28,4.46,2.03,7.38,2.5,0.01,0.14,2.9,4.69,0.42,1.84,5.59
NEVADA,12+,2017,,,,,,,,,,,,,,,,,13.42,16.82,11.81,2.33,48.25,23.62,19.54,2.21,3.89,0.5,0.89,4.97,3.48,0.69,5.66,8.04
NEW HAMPSHIRE,12+,2013,128,175,111,22,740,283,228,,,,,,,,,,,,,,,,,,,,,,,,,
NEVADA,12+,2016,,,,,,,,,,,,,,,,,10.38,13.13,8.25,1.84,50.92,24.64,19.76,2.23,3.57,0.33,,4.96,3.01,0.72,5.33,7.26
NEVADA,18-25,2014,,,,,,,,,,,,,,,,,20,31.16,18.01,4.18,58.31,37.17,30.4,,,,,,,,,
NEVADA,18-25,2018,,,,,,,,,,,,,,,,,34.01,42.55,32.09,5.84,52.1,31.32,21.95,11.68,6.54,0.8,2.36,6.85,10.93,0.91,10.28,18.39
NEVADA,18-25,2019,,,,,,,,,,,,,,,,,33.06,43.5,31.49,7.41,53.71,32.45,16.41,10.66,6.11,0.3,1.56,6.28,9.96,0.79,10.31,16.98
NEVADA,17-Dec,2017,,,,,,,,,,,,,,,,,10.15,14.37,8.82,0.62,9.63,5.41,2.78,6.31,3.35,0.09,0.23,3.78,4.17,0.61,2.33,5.2
NEW HAMPSHIRE,17-Dec,2013,12,18,10,1,15,8,7,,,,,,,,,,,,,,,,,,,,,,,,,
NEVADA,17-Dec,2016,,,,,,,,,,,,,,,,,10.34,14.66,8.65,0.66,12.28,6.56,3.43,6.83,4.07,0.05,,4.09,4.51,0.64,2.59,5.45
NEVADA,26+,2014,,,,,,,,,,,,,,,,,7.9,9.98,6.13,1.31,59.05,24.54,24.02,,,,,,,,,
NEVADA,26+,2018,,,,,,,,,,,,,,,,,14.55,19.79,13.31,1.96,53.52,23.93,21.71,0.92,3.18,0.3,1.26,4.49,3.03,0.73,5.25,7.67
NEVADA,26+,2019,,,,,,,,,,,,,,,,,16.24,22.04,14.69,2.35,56.73,26.09,18.72,1.01,3.5,0.22,1.29,3.64,3.56,0.57,5.93,8.26
NEVADA,18-25,2017,,,,,,,,,,,,,,,,,27.74,35.81,25.86,5.83,49.94,31.43,22.33,8.52,7.58,1.16,1.87,8.07,9.48,0.93,11.75,18.76
NEW HAMPSHIRE,18-25,2013,42,62,39,10,103,69,47,,,,,,,,,,,,,,,,,,,,,,,,,
NEVADA,18-25,2016,,,,,,,,,,,,,,,,,20.36,29.39,18.25,4.82,53.25,33.83,23.03,7.66,6.73,0.74,,7.86,6.86,1.18,11.04,15.43
NEVADA,18+,2014,,,,,,,,,,,,,,,,,9.54,12.86,7.74,1.7,58.95,26.25,24.9,,,,,,,,,
NEVADA,18+,2018,,,,,,,,,,,,,,,,,16.96,22.61,15.64,2.44,53.35,24.85,21.74,2.18,3.6,0.36,1.4,4.79,4.01,0.75,5.88,9
NEVADA,18+,2019,,,,,,,,,,,,,,,,,18.29,24.65,16.74,2.96,56.37,26.87,18.44,2.15,3.81,0.23,1.32,3.96,4.34,0.6,6.46,9.32
NEVADA,26+,2017,,,,,,,,,,,,,,,,,11.72,14.34,10.11,2.02,52.45,24.58,21.06,0.55,3.41,0.45,0.83,4.66,2.53,0.67,5.16,6.81
NEW HAMPSHIRE,26+,2013,74,95,62,12,623,206,173,,,,,,,,,,,,,,,,,,,,,,,,,
NEVADA,26+,2016,,,,,,,,,,,,,,,,,8.88,10.51,6.71,1.53,55.08,25.37,21.17,0.58,3.03,0.3,,4.63,2.26,0.66,4.79,6.24
NEW HAMPSHIRE,12+,2014,144,194,131,28,734,282,223,,,,,,,,,,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,12+,2018,181,240,167,32,740,345,182,15,40,5,6,45,35,8,78,102,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,12+,2019,185,253,166,31,738,329,173,15,39,4,5,40,34,7,76,100,,,,,,,,,,,,,,,,
NEVADA,18+,2017,,,,,,,,,,,,,,,,,13.75,17.06,12.11,2.5,52.14,25.45,21.22,1.5,3.94,0.54,0.96,5.09,3.41,0.7,6,8.32
NEW HAMPSHIRE,18+,2013,116,156,101,21,725,275,220,,,,,,,,,,,,,,,,,,,,,,,,,
NEVADA,18+,2016,,,,,,,,,,,,,,,,,10.38,12.98,8.21,1.96,54.85,26.48,21.42,1.45,3.52,0.36,,5.05,2.86,0.72,5.61,7.44
NEW HAMPSHIRE,17-Dec,2014,11,18,10,1,15,7,7,,,,,,,,,,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,17-Dec,2018,10,15,8,1,11,6,4,6,3,0,0,2,3,0,2,4,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,17-Dec,2019,10,15,8,1,10,5,3,6,2,0,0,2,3,0,2,4,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,12+,2017,165,216,149,25,731,331,205,15,42,8,8,49,37,8,71,96,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,12+,2013,,,,,,,,,,,,,,,,,11.28,15.39,9.79,1.96,65.19,24.92,20.04,,,,,,,,,
NEW HAMPSHIRE,12+,2016,154,202,139,32,731,323,220,13,45,10,,53,40,9,69,96,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,18-25,2014,45,63,42,12,100,65,46,,,,,,,,,,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,18-25,2018,45,64,42,15,98,69,34,7,13,1,1,8,11,1,21,27,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,18-25,2019,46,64,42,13,97,64,29,7,11,1,1,7,11,1,20,28,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,17-Dec,2017,9,15,8,1,11,6,5,5,3,0,0,3,3,0,2,4,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,17-Dec,2013,,,,,,,,,,,,,,,,,11.77,18.23,9.62,0.82,14.76,8.06,7.06,,,,,,,,,
NEW HAMPSHIRE,17-Dec,2016,9,14,8,1,11,6,5,5,2,0,,3,3,1,2,4,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,26+,2014,88,113,79,15,620,210,170,,,,,,,,,,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,26+,2018,126,160,116,16,631,271,144,2,25,4,5,34,21,6,55,70,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,26+,2019,130,173,116,18,631,260,141,3,25,3,4,31,20,5,54,68,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,18-25,2017,46,61,41,13,99,66,36,7,15,2,2,10,14,2,18,28,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,18-25,2013,,,,,,,,,,,,,,,,,29.84,43.98,27.77,6.86,73.22,48.96,33.53,,,,,,,,,
NEW HAMPSHIRE,18-25,2016,46,58,40,15,99,65,39,7,16,3,,12,14,2,17,26,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,18+,2014,133,176,122,27,720,275,216,,,,,,,,,,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,18+,2018,171,224,158,31,729,340,178,9,38,5,6,43,32,8,76,98,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,18+,2019,175,238,158,31,728,324,170,9,37,3,5,38,31,6,74,96,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,26+,2017,110,139,100,12,622,260,164,2,25,6,6,36,20,6,51,65,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,26+,2013,,,,,,,,,,,,,,,,,8.32,10.59,6.99,1.31,69.63,23.06,19.39,,,,,,,,,
NEW HAMPSHIRE,26+,2016,100,130,91,15,621,252,176,2,26,7,,38,22,7,50,65,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,12+,2014,,,,,,,,,,,,,,,,,12.6,16.95,11.51,2.48,64.36,24.72,19.51,,,,,,,,,
NEW HAMPSHIRE,12+,2018,,,,,,,,,,,,,,,,,15.47,20.49,14.24,2.72,63.26,29.52,15.55,3.19,3.46,0.41,0.55,3.87,3,0.68,6.67,8.71
NEW HAMPSHIRE,12+,2019,,,,,,,,,,,,,,,,,15.68,21.43,14.05,2.63,62.54,27.92,14.64,3.5,3.29,0.3,0.44,3.38,2.91,0.57,6.47,8.5
NEW HAMPSHIRE,18+,2017,156,201,141,25,720,325,200,9,40,8,7,46,33,8,69,92,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,18+,2013,,,,,,,,,,,,,,,,,11.23,15.11,9.8,2.07,70.11,26.57,21.31,,,,,,,,,
NEW HAMPSHIRE,18+,2016,146,188,131,31,720,317,216,9,42,10,,50,36,9,67,91,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,17-Dec,2014,,,,,,,,,,,,,,,,,11.1,17.99,9.83,0.84,14.63,7.36,6.59,,,,,,,,,
NEW HAMPSHIRE,17-Dec,2018,,,,,,,,,,,,,,,,,10.71,16.07,8.84,0.8,11.66,5.92,3.84,7.34,2.89,0.07,0.25,2.58,3.28,0.42,2,4.41
NEW HAMPSHIRE,17-Dec,2019,,,,,,,,,,,,,,,,,10.1,16.17,8.18,0.61,10.86,5.73,2.84,7.68,2.34,0.03,0.26,1.94,3.32,0.39,2.1,4.57
NEW HAMPSHIRE,12+,2017,,,,,,,,,,,,,,,,,14.28,18.62,12.9,2.2,63.12,28.58,17.68,2.83,3.66,0.68,0.66,4.22,3.15,0.69,6.13,8.32
NEW JERSEY,12+,2013,552,759,389,125,4139,1608,1277,,,,,,,,,,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,12+,2016,,,,,,,,,,,,,,,,,13.43,17.58,12.06,2.78,63.54,28.05,19.16,2.7,3.88,0.87,,4.6,3.44,0.79,6.02,8.31
NEW HAMPSHIRE,18-25,2014,,,,,,,,,,,,,,,,,32.01,44.38,30.09,8.49,70.97,45.77,32.79,,,,,,,,,
NEW HAMPSHIRE,18-25,2018,,,,,,,,,,,,,,,,,31.76,45.17,29.95,10.65,69.03,48.4,24.26,12.73,8.84,0.72,0.97,5.83,7.88,1.04,14.62,19.3
NEW HAMPSHIRE,18-25,2019,,,,,,,,,,,,,,,,,32.53,45.92,30.16,9.23,68.89,45.35,20.78,13.81,8.09,0.52,1.01,4.77,8.15,0.76,14.39,19.73
NEW HAMPSHIRE,17-Dec,2017,,,,,,,,,,,,,,,,,9.87,15.44,8.64,0.89,11.3,5.79,4.87,6.37,2.63,0.09,0.2,3,3.44,0.48,1.98,4.25
NEW JERSEY,17-Dec,2013,50,85,38,5,96,51,36,,,,,,,,,,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,17-Dec,2016,,,,,,,,,,,,,,,,,8.98,14.24,8.06,1.13,11.49,6.37,5.04,5.92,2.28,0.14,,3.12,3.59,0.52,2.28,4.56
NEW HAMPSHIRE,26+,2014,,,,,,,,,,,,,,,,,9.74,12.55,8.78,1.72,68.82,23.35,18.86,,,,,,,,,
NEW HAMPSHIRE,26+,2018,,,,,,,,,,,,,,,,,13.48,17.19,12.41,1.7,67.66,29.05,15.42,0.73,2.7,0.4,0.52,3.7,2.23,0.66,5.94,7.54
NEW HAMPSHIRE,26+,2019,,,,,,,,,,,,,,,,,13.73,18.31,12.25,1.86,66.75,27.55,14.9,1.01,2.67,0.29,0.38,3.31,2.09,0.55,5.74,7.22
NEW HAMPSHIRE,18-25,2017,,,,,,,,,,,,,,,,,32.43,43.17,28.93,8.81,69.33,46.36,25.55,11.37,10.37,1.43,1.31,7.06,9.57,1.24,12.94,19.33
NEW JERSEY,18-25,2013,175,274,137,45,523,362,252,,,,,,,,,,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,18-25,2016,,,,,,,,,,,,,,,,,32.23,40.68,28.3,10.84,69.23,45.24,27.46,10.98,11.4,1.9,,8.29,9.97,1.3,12.01,18.44
NEW HAMPSHIRE,18+,2014,,,,,,,,,,,,,,,,,12.75,16.85,11.66,2.64,69.11,26.38,20.74,,,,,,,,,
NEW HAMPSHIRE,18+,2018,,,,,,,,,,,,,,,,,15.89,20.89,14.72,2.89,67.84,31.61,16.59,2.37,3.51,0.44,0.58,3.98,2.97,0.71,7.08,9.09
NEW HAMPSHIRE,18+,2019,,,,,,,,,,,,,,,,,16.16,21.88,14.56,2.81,67.03,29.85,15.66,2.68,3.37,0.32,0.46,3.5,2.87,0.58,6.85,8.84
NEW HAMPSHIRE,26+,2017,,,,,,,,,,,,,,,,,11.93,15.15,10.86,1.32,67.56,28.2,17.8,0.57,2.73,0.62,0.6,3.91,2.13,0.63,5.52,7.04
NEW JERSEY,26+,2013,327,400,214,76,3520,1195,990,,,,,,,,,,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,26+,2016,,,,,,,,,,,,,,,,,10.94,14.3,9.93,1.69,68.17,27.64,19.35,0.46,2.86,0.79,,4.17,2.4,0.74,5.47,7.12
NEW JERSEY,12+,2014,597,844,472,99,4272,1692,1336,,,,,,,,,,,,,,,,,,,,,,,,,
NEW JERSEY,12+,2018,697,931,597,111,3979,1948,1163,88,198,46,22,251,192,42,360,506,,,,,,,,,,,,,,,,
NEW JERSEY,12+,2019,765,1033,676,119,3976,1906,991,89,188,31,28,225,200,35,326,482,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,18+,2017,,,,,,,,,,,,,,,,,14.68,18.9,13.28,2.32,67.8,30.63,18.84,2.13,3.76,0.73,0.7,4.33,3.13,0.71,6.51,8.69
NEW JERSEY,18+,2013,502,674,351,120,4042,1557,1241,,,,,,,,,,,,,,,,,,,,,,,,,
NEW HAMPSHIRE,18+,2016,,,,,,,,,,,,,,,,,13.84,17.89,12.42,2.93,68.31,30.04,20.45,2.04,4.02,0.94,,4.73,3.43,0.82,6.36,8.66
NEW JERSEY,17-Dec,2014,56,90,45,3,100,56,34,,,,,,,,,,,,,,,,,,,,,,,,,
NEW JERSEY,17-Dec,2018,48,76,38,2,75,39,15,33,13,0,1,15,17,3,10,23,,,,,,,,,,,,,,,,
NEW JERSEY,17-Dec,2019,52,78,45,2,64,36,11,33,12,0,1,13,17,3,10,22,,,,,,,,,,,,,,,,
NEW JERSEY,12+,2017,641,912,542,142,4029,1836,1264,85,208,34,18,271,173,46,357,472,,,,,,,,,,,,,,,,
NEW JERSEY,12+,2013,,,,,,,,,,,,,,,,,7.4,10.18,5.21,1.68,55.48,21.55,17.13,,,,,,,,,
NEW JERSEY,12+,2016,614,907,511,145,4044,1758,1194,81,220,38,,283,165,51,365,474,,,,,,,,,,,,,,,,
NEW JERSEY,18-25,2014,171,268,148,36,541,341,230,,,,,,,,,,,,,,,,,,,,,,,,,
NEW JERSEY,18-25,2018,199,299,186,38,518,367,185,41,46,5,2,44,61,6,87,132,,,,,,,,,,,,,,,,
NEW JERSEY,18-25,2019,209,304,194,41,505,350,128,40,46,3,3,38,67,4,72,126,,,,,,,,,,,,,,,,
NEW JERSEY,17-Dec,2017,44,71,36,3,75,38,17,29,13,0,1,17,17,3,11,23,,,,,,,,,,,,,,,,
NEW JERSEY,17-Dec,2013,,,,,,,,,,,,,,,,,7.14,12.06,5.38,0.65,13.64,7.2,5.12,,,,,,,,,
NEW JERSEY,17-Dec,2016,48,75,40,4,73,39,20,30,15,1,,18,16,3,15,27,,,,,,,,,,,,,,,,
NEW JERSEY,26+,2014,370,485,280,60,3630,1295,1073,,,,,,,,,,,,,,,,,,,,,,,,,
NEW JERSEY,26+,2018,449,557,373,71,3385,1541,963,14,139,40,19,191,114,33,263,351,,,,,,,,,,,,,,,,
NEW JERSEY,26+,2019,503,651,437,76,3407,1521,852,15,131,27,24,174,116,28,244,333,,,,,,,,,,,,,,,,
NEW JERSEY,18-25,2017,223,315,199,58,534,359,214,42,60,7,3,58,61,7,99,141,,,,,,,,,,,,,,,,
NEW JERSEY,18-25,2013,,,,,,,,,,,,,,,,,19.76,30.98,15.48,5.04,59.07,40.95,28.43,,,,,,,,,
NEW JERSEY,18-25,2016,208,315,183,59,547,359,224,39,67,8,,63,58,10,100,141,,,,,,,,,,,,,,,,
NEW JERSEY,18+,2014,541,754,428,96,4171,1635,1302,,,,,,,,,,,,,,,,,,,,,,,,,
NEW JERSEY,18+,2018,648,856,559,109,3903,1909,1149,55,185,46,21,236,174,39,349,483,,,,,,,,,,,,,,,,
NEW JERSEY,18+,2019,712,955,631,117,3912,1870,981,56,177,30,27,212,183,32,316,459,,,,,,,,,,,,,,,,
NEW JERSEY,26+,2017,373,526,307,80,3420,1439,1033,14,135,26,15,196,95,35,248,308,,,,,,,,,,,,,,,,
NEW JERSEY,26+,2013,,,,,,,,,,,,,,,,,5.57,6.81,3.64,1.29,59.98,20.36,16.86,,,,,,,,,
NEW JERSEY,26+,2016,358,517,288,82,3424,1359,950,12,138,30,,202,91,38,249,306,,,,,,,,,,,,,,,,
NEW JERSEY,12+,2014,,,,,,,,,,,,,,,,,7.96,11.25,6.3,1.32,56.95,22.56,17.82,,,,,,,,,
NEW JERSEY,12+,2018,,,,,,,,,,,,,,,,,9.2,12.3,7.89,1.47,52.53,25.72,15.36,1.82,2.62,0.61,0.29,3.32,2.53,0.56,4.75,6.69
NEW JERSEY,12+,2019,,,,,,,,,,,,,,,,,10.17,13.73,8.99,1.59,52.83,25.33,13.17,1.9,2.5,0.41,0.37,2.99,2.66,0.46,4.33,6.4
NEW JERSEY,18+,2017,597,841,506,138,3953,1798,1247,56,194,34,18,254,156,43,347,449,,,,,,,,,,,,,,,,
NEW JERSEY,18+,2013,,,,,,,,,,,,,,,,,7.43,9.98,5.19,1.78,59.86,23.06,18.39,,,,,,,,,
NEW JERSEY,18+,2016,566,832,471,141,3971,1718,1174,51,205,38,,265,149,48,350,447,,,,,,,,,,,,,,,,
NEW JERSEY,17-Dec,2014,,,,,,,,,,,,,,,,,7.95,12.86,6.36,0.47,14.31,8.01,4.8,,,,,,,,,
NEW JERSEY,17-Dec,2018,,,,,,,,,,,,,,,,,7.07,11.07,5.61,0.34,11.01,5.77,2.17,4.92,1.91,0.04,0.11,2.26,2.53,0.4,1.5,3.42
NEW JERSEY,17-Dec,2019,,,,,,,,,,,,,,,,,7.75,11.48,6.69,0.32,9.4,5.26,1.56,5.22,1.77,0.02,0.13,1.89,2.51,0.38,1.49,3.33
NEW JERSEY,12+,2017,,,,,,,,,,,,,,,,,8.45,12.04,7.15,1.87,53.13,24.21,16.67,1.78,2.74,0.45,0.24,3.57,2.28,0.6,4.71,6.23
NEW MEXICO,12+,2013,182,257,154,36,858,417,389,,,,,,,,,,,,,,,,,,,,,,,,,
NEW JERSEY,12+,2016,,,,,,,,,,,,,,,,,8.13,12.01,6.77,1.93,53.56,23.28,15.82,1.72,2.91,0.51,,3.75,2.18,0.67,4.83,6.28
NEW JERSEY,18-25,2014,,,,,,,,,,,,,,,,,19.19,30.1,16.6,4.03,60.74,38.26,25.77,,,,,,,,,
NEW JERSEY,18-25,2018,,,,,,,,,,,,,,,,,22.66,33.96,21.08,4.27,58.89,41.72,21.06,8.39,5.26,0.6,0.22,5.04,6.89,0.68,9.86,15.01
NEW JERSEY,18-25,2019,,,,,,,,,,,,,,,,,24.3,35.36,22.5,4.77,58.64,40.63,14.9,8.59,5.32,0.4,0.38,4.41,7.79,0.51,8.42,14.66
NEW JERSEY,17-Dec,2017,,,,,,,,,,,,,,,,,6.37,10.28,5.16,0.49,10.87,5.48,2.5,4.23,1.92,0.05,0.08,2.46,2.46,0.43,1.54,3.34
NEW MEXICO,17-Dec,2013,21,31,15,2,20,12,12,,,,,,,,,,,,,,,,,,,,,,,,,
NEW JERSEY,17-Dec,2016,,,,,,,,,,,,,,,,,6.9,10.8,5.72,0.55,10.55,5.65,2.9,4.5,2.14,0.09,,2.57,2.34,0.44,2.19,3.83
NEW JERSEY,26+,2014,,,,,,,,,,,,,,,,,6.27,8.22,4.74,1.02,61.45,21.92,18.16,,,,,,,,,
NEW JERSEY,26+,2018,,,,,,,,,,,,,,,,,7.47,9.27,6.21,1.19,56.32,25.65,16.03,0.39,2.31,0.67,0.32,3.18,1.89,0.56,4.37,5.84
NEW JERSEY,26+,2019,,,,,,,,,,,,,,,,,8.4,10.87,7.3,1.27,56.89,25.39,14.23,0.48,2.18,0.45,0.4,2.9,1.94,0.46,4.07,5.56
NEW JERSEY,18-25,2017,,,,,,,,,,,,,,,,,25.09,35.36,22.34,6.48,59.91,40.32,24,8.54,6.68,0.82,0.35,6.52,6.8,0.82,11.11,15.8
NEW MEXICO,18-25,2013,51,73,44,12,129,88,80,,,,,,,,,,,,,,,,,,,,,,,,,
NEW JERSEY,18-25,2016,,,,,,,,,,,,,,,,,23.31,35.35,20.55,6.63,61.28,40.29,25.05,8.18,7.48,0.92,,7.06,6.49,1.08,11.24,15.84
NEW JERSEY,18+,2014,,,,,,,,,,,,,,,,,7.96,11.08,6.29,1.41,61.36,24.06,19.16,,,,,,,,,
NEW JERSEY,18+,2018,,,,,,,,,,,,,,,,,9.41,12.42,8.11,1.58,56.66,27.71,16.67,1.33,2.69,0.66,0.31,3.42,2.53,0.57,5.07,7.01
NEW JERSEY,18+,2019,,,,,,,,,,,,,,,,,10.41,13.95,9.22,1.71,57.11,27.31,14.32,1.39,2.58,0.44,0.4,3.09,2.68,0.47,4.61,6.71
NEW JERSEY,26+,2017,,,,,,,,,,,,,,,,,6.22,8.77,5.12,1.34,56.99,23.97,17.21,0.39,2.25,0.44,0.25,3.26,1.58,0.59,4.13,5.14
NEW MEXICO,26+,2013,110,153,95,23,709,317,296,,,,,,,,,,,,,,,,,,,,,,,,,
NEW JERSEY,26+,2016,,,,,,,,,,,,,,,,,6.01,8.66,4.83,1.38,57.4,22.78,15.93,0.35,2.32,0.5,,3.39,1.52,0.64,4.18,5.13
NEW MEXICO,12+,2014,189,267,163,37,830,417,376,,,,,,,,,,,,,,,,,,,,,,,,,
NEW MEXICO,12+,2018,245,325,225,36,804,400,345,25,53,5,16,66,53,9,90,126,,,,,,,,,,,,,,,,
NEW MEXICO,12+,2019,243,358,217,33,787,370,337,25,51,5,14,65,51,9,93,131,,,,,,,,,,,,,,,,
NEW JERSEY,18+,2017,,,,,,,,,,,,,,,,,8.66,12.21,7.35,2.01,57.37,26.09,18.09,1.38,2.82,0.49,0.26,3.68,2.26,0.62,5.03,6.52
NEW MEXICO,18+,2013,161,226,139,35,838,405,376,,,,,,,,,,,,,,,,,,,,,,,,,
NEW JERSEY,18+,2016,,,,,,,,,,,,,,,,,8.26,12.14,6.87,2.06,57.91,25.06,17.12,1.28,2.99,0.55,,3.87,2.17,0.7,5.1,6.53
NEW MEXICO,17-Dec,2014,17,27,13,1,16,10,9,,,,,,,,,,,,,,,,,,,,,,,,,
NEW MEXICO,17-Dec,2018,17,27,16,1,16,8,5,10,4,0,0,5,6,1,3,8,,,,,,,,,,,,,,,,
NEW MEXICO,17-Dec,2019,19,31,16,1,14,7,5,11,5,0,0,5,7,1,3,9,,,,,,,,,,,,,,,,
NEW MEXICO,12+,2017,233,302,206,35,845,421,346,22,64,6,20,72,55,9,104,138,,,,,,,,,,,,,,,,
NEW MEXICO,12+,2013,,,,,,,,,,,,,,,,,10.65,15.09,9.04,2.13,50.33,24.44,22.8,,,,,,,,,
NEW MEXICO,12+,2016,206,272,180,32,833,440,349,21,61,6,,79,55,11,120,153,,,,,,,,,,,,,,,,
NEW MEXICO,18-25,2014,49,72,44,14,128,85,78,,,,,,,,,,,,,,,,,,,,,,,,,
NEW MEXICO,18-25,2018,56,73,52,13,110,69,53,10,14,1,4,16,17,2,21,34,,,,,,,,,,,,,,,,
NEW MEXICO,18-25,2019,55,77,51,11,104,64,52,9,11,1,3,12,16,2,23,34,,,,,,,,,,,,,,,,
NEW MEXICO,17-Dec,2017,18,26,16,1,17,9,5,9,4,0,1,6,7,1,4,10,,,,,,,,,,,,,,,,
NEW MEXICO,17-Dec,2013,,,,,,,,,,,,,,,,,12.36,18.38,9.22,0.95,11.91,6.92,7.36,,,,,,,,,
NEW MEXICO,17-Dec,2016,18,25,16,2,16,10,5,9,5,0,,7,7,1,5,12,,,,,,,,,,,,,,,,
NEW MEXICO,26+,2014,122,168,106,22,686,321,289,,,,,,,,,,,,,,,,,,,,,,,,,
